forecast_id,station_id,target_timestamp,lead_time_hours,forecast_issued_at,forecasted_temp_c,forecasted_precip_mm,forecasted_wind_kmh,forecasted_condition,forecasted_umbrella,forecasted_clothing,actual_temp_c,actual_precip_mm,actual_wind_kmh,actual_condition,actual_umbrella,actual_clothing,temp_error_c,precip_error_mm,wind_error_kmh,umbrella_correct,clothing_correct,condition_correct
FCST-003847,WS-003,2025-06-27 06:00:00,3,2025-06-27 03:00:00,16.4,0.8,11.2,drizzle,1,long_sleeves_light_layer,15.6,1.0,9.1,drizzle,1,long_sleeves_light_layer,0.8,-0.2,2.1,1,1,1
FCST-003848,WS-003,2025-06-27 07:00:00,1,2025-06-27 06:00:00,18.4,0.9,4.2,drizzle,1,long_sleeves_light_layer,18.5,0.9,3.6,drizzle,1,long_sleeves_light_layer,-0.1,0.0,0.6,1,1,1
FCST-003849,WS-003,2025-06-27 08:00:00,1,2025-06-27 07:00:00,17.8,0.7,7.7,drizzle,1,long_sleeves_light_layer,17.7,0.7,7.8,drizzle,1,long_sleeves_light_layer,0.1,0.0,-0.1,1,1,1
FCST-003850,WS-003,2025-06-27 09:00:00,6,2025-06-27 03:00:00,20.9,1.0,3.7,drizzle,1,long_sleeves_light_layer,21.1,1.0,1.6,drizzle,1,long_sleeves_light_layer,-0.2,0.0,2.1,1,1,1
FCST-003851,WS-003,2025-06-27 10:00:00,24,2025-06-26 10:00:00,19.3,0,24.4,rain,1,long_sleeves_light_layer,20.4,0.1,0,drizzle,1,long_sleeves_light_layer,-1.1,-0.1,24.4,1,1,0
FCST-003852,WS-003,2025-06-27 11:00:00,24,2025-06-26 11:00:00,28.9,2.0,14.8,rain,1,light_breathable_clothing,21.2,0.9,7.9,drizzle,1,long_sleeves_light_layer,7.7,1.1,6.9,1,0,0
FCST-003853,WS-003,2025-06-27 12:00:00,3,2025-06-27 09:00:00,21.1,0.6,16.3,drizzle,1,long_sleeves_light_layer,21.9,0.5,17.2,drizzle,1,long_sleeves_light_layer,-0.8,0.1,-0.9,1,1,1
FCST-003854,WS-003,2025-06-27 13:00:00,1,2025-06-27 12:00:00,21.8,0,5.8,cloudy,0,long_sleeves_light_layer,22.4,0.0,6.0,cloudy,0,t_shirt_comfortable,-0.6,0.0,-0.2,1,0,1
FCST-003855,WS-003,2025-06-27 14:00:00,6,2025-06-27 08:00:00,21.6,1.1,0,drizzle,1,long_sleeves_light_layer,21.2,0.9,1.2,drizzle,1,long_sleeves_light_layer,0.4,0.2,-1.2,1,1,1
FCST-003856,WS-003,2025-06-27 15:00:00,1,2025-06-27 14:00:00,20.3,0.9,8.2,drizzle,1,long_sleeves_light_layer,20.2,0.9,8.4,drizzle,1,long_sleeves_light_layer,0.1,0.0,-0.2,1,1,1
FCST-003857,WS-003,2025-06-27 16:00:00,3,2025-06-27 13:00:00,18.0,0.8,7.7,drizzle,1,long_sleeves_light_layer,17.4,0.7,7.3,drizzle,1,long_sleeves_light_layer,0.6,0.1,0.4,1,1,1
FCST-003858,WS-003,2025-06-27 17:00:00,1,2025-06-27 16:00:00,19.1,0.7,0,drizzle,1,long_sleeves_light_layer,19.2,0.7,0,drizzle,1,long_sleeves_light_layer,-0.1,0.0,0,1,1,1
FCST-003859,WS-003,2025-06-27 18:00:00,12,2025-06-27 06:00:00,16.6,1.1,13.2,drizzle,1,long_sleeves_light_layer,16.3,0.3,7.7,drizzle,1,long_sleeves_light_layer,0.3,0.8,5.5,1,1,1
FCST-003860,WS-003,2025-06-27 19:00:00,1,2025-06-27 18:00:00,15.5,0.7,14.6,drizzle,1,long_sleeves_light_layer,15.4,0.8,13.9,drizzle,1,long_sleeves_light_layer,0.1,-0.1,0.7,1,1,1
FCST-003861,WS-003,2025-06-27 20:00:00,1,2025-06-27 19:00:00,13.4,0,11.0,cloudy,0,light_jacket_or_sweater,13.7,0.0,11.0,cloudy,0,light_jacket_or_sweater,-0.3,0.0,0.0,1,1,1
FCST-003862,WS-003,2025-06-27 21:00:00,1,2025-06-27 20:00:00,12.3,0.9,18.0,drizzle,1,light_jacket_or_sweater,12.0,0.9,18.2,drizzle,1,light_jacket_or_sweater,0.3,0.0,-0.2,1,1,1
FCST-003863,WS-003,2025-06-27 22:00:00,24,2025-06-26 22:00:00,17.9,0,3.5,rain,1,long_sleeves_light_layer,12.1,0.4,3.8,drizzle,1,light_jacket_or_sweater,5.8,-0.4,-0.3,1,0,0
FCST-003864,WS-003,2025-06-27 23:00:00,1,2025-06-27 22:00:00,10.9,1.0,18.5,drizzle,1,light_jacket_or_sweater,10.7,0.9,17.3,drizzle,1,light_jacket_or_sweater,0.2,0.1,1.2,1,1,1
FCST-003865,WS-007,2025-05-27 00:00:00,1,2025-05-26 23:00:00,9.3,0,0.7,clear,0,light_jacket_or_sweater,9.3,0,0.3,clear,0,light_jacket_or_sweater,0.0,0,0.4,1,1,1
FCST-003866,WS-007,2025-05-27 01:00:00,12,2025-05-26 13:00:00,10.5,0,9.7,clear,0,light_jacket_or_sweater,9.8,0,8.5,clear,0,light_jacket_or_sweater,0.7,0,1.2,1,1,1
FCST-003867,WS-007,2025-05-27 02:00:00,6,2025-05-26 20:00:00,9.7,0.2,0.3,clear,0,light_jacket_or_sweater,10.3,0,2.5,clear,0,light_jacket_or_sweater,-0.6,0.2,-2.2,1,1,1
FCST-003868,WS-007,2025-05-27 03:00:00,24,2025-05-26 03:00:00,14.2,0.4,22.6,rain,1,light_jacket_or_sweater,10.9,0,0.9,clear,0,light_jacket_or_sweater,3.3,0.4,21.7,0,1,0
FCST-003869,WS-007,2025-05-27 04:00:00,3,2025-05-27 01:00:00,11.4,0,18.3,clear,0,light_jacket_or_sweater,11.1,0,17.7,clear,0,light_jacket_or_sweater,0.3,0,0.6,1,1,1
FCST-003870,WS-007,2025-05-27 05:00:00,12,2025-05-26 17:00:00,9.4,1.0,0,snow,0,long_sleeves_light_layer,13.2,0,3.6,clear,0,light_jacket_or_sweater,-3.8,1.0,-3.6,1,0,0
FCST-003871,WS-007,2025-05-27 06:00:00,6,2025-05-27 00:00:00,15.7,0.1,5.3,clear,0,long_sleeves_light_layer,15.3,0,6.8,clear,0,long_sleeves_light_layer,0.4,0.1,-1.5,1,1,1
FCST-003872,WS-007,2025-05-27 07:00:00,12,2025-05-26 19:00:00,20.6,0.5,17.6,clear,0,long_sleeves_light_layer,17.3,0,12.7,clear,0,long_sleeves_light_layer,3.3,0.5,4.9,1,1,1
FCST-003873,WS-007,2025-05-27 08:00:00,6,2025-05-27 02:00:00,18.3,0.0,6.5,clear,0,long_sleeves_light_layer,18.3,0,12.1,clear,0,long_sleeves_light_layer,0.0,0.0,-5.6,1,1,1
FCST-003874,WS-007,2025-05-27 09:00:00,24,2025-05-26 09:00:00,15.7,0,29.5,clear,0,long_sleeves_light_layer,17.9,0,9.8,clear,0,long_sleeves_light_layer,-2.2,0,19.7,1,1,1
FCST-003875,WS-007,2025-05-27 10:00:00,6,2025-05-27 04:00:00,19.2,0.3,0.7,clear,0,long_sleeves_light_layer,19.3,0,0,clear,0,long_sleeves_light_layer,-0.1,0.3,0.7,1,1,1
FCST-003876,WS-007,2025-05-27 11:00:00,12,2025-05-26 23:00:00,19.3,0.2,33.2,clear,0,long_sleeves_light_layer,19.4,0,23.4,clear,0,long_sleeves_light_layer,-0.1,0.2,9.8,1,1,1
FCST-003877,WS-007,2025-05-27 12:00:00,12,2025-05-27 00:00:00,17.6,0,13.4,clear,0,long_sleeves_light_layer,19.3,0,10.9,clear,0,long_sleeves_light_layer,-1.7,0,2.5,1,1,1
FCST-003878,WS-007,2025-05-27 13:00:00,12,2025-05-27 01:00:00,16.8,0,7.0,clear,0,long_sleeves_light_layer,19.5,0,4.9,clear,0,long_sleeves_light_layer,-2.7,0,2.1,1,1,1
FCST-003879,WS-007,2025-05-27 14:00:00,24,2025-05-26 14:00:00,14.0,0,9.0,snow,0,light_jacket_or_sweater,19.4,0,8.1,clear,0,long_sleeves_light_layer,-5.4,0,0.9,1,0,0
FCST-003880,WS-007,2025-05-27 15:00:00,24,2025-05-26 15:00:00,18.5,0,0,clear,0,long_sleeves_light_layer,18.4,0,0.6,clear,0,long_sleeves_light_layer,0.1,0,-0.6,1,1,1
FCST-003881,WS-007,2025-05-27 16:00:00,1,2025-05-27 15:00:00,17.2,0,2.9,clear,0,long_sleeves_light_layer,17.3,0,3.2,clear,0,long_sleeves_light_layer,-0.1,0,-0.3,1,1,1
FCST-003882,WS-007,2025-05-27 17:00:00,3,2025-05-27 14:00:00,16.4,0.2,5.3,clear,0,long_sleeves_light_layer,16.3,0,7.4,clear,0,long_sleeves_light_layer,0.1,0.2,-2.1,1,1,1
FCST-003883,WS-007,2025-05-27 18:00:00,1,2025-05-27 17:00:00,15.1,0,5.9,clear,0,long_sleeves_light_layer,14.9,0,5.7,clear,0,light_jacket_or_sweater,0.2,0,0.2,1,0,1
FCST-003884,WS-007,2025-05-27 19:00:00,24,2025-05-26 19:00:00,11.6,0,6.7,clear,0,light_jacket_or_sweater,14.4,0,10.4,clear,0,light_jacket_or_sweater,-2.8,0,-3.7,1,1,1
FCST-003885,WS-007,2025-05-27 20:00:00,3,2025-05-27 17:00:00,13.0,0.2,0.7,clear,0,light_jacket_or_sweater,12.0,0,0,clear,0,light_jacket_or_sweater,1.0,0.2,0.7,1,1,1
FCST-003886,WS-007,2025-05-27 21:00:00,1,2025-05-27 20:00:00,11.0,0.0,15.0,clear,0,light_jacket_or_sweater,11.1,0,14.8,clear,0,light_jacket_or_sweater,-0.1,0.0,0.2,1,1,1
FCST-003887,WS-007,2025-05-27 22:00:00,3,2025-05-27 19:00:00,9.3,0.2,14.5,clear,0,warm_jacket_layers,9.3,0,18.1,clear,0,warm_jacket_layers,0.0,0.2,-3.6,1,1,1
FCST-003888,WS-007,2025-05-27 23:00:00,6,2025-05-27 17:00:00,7.6,0.2,5.5,clear,0,warm_jacket_layers,8.5,0,2.7,clear,0,light_jacket_or_sweater,-0.9,0.2,2.8,1,0,1
FCST-003889,WS-005,2025-06-06 00:00:00,6,2025-06-05 18:00:00,9.7,0,11.6,drizzle,1,light_jacket_or_sweater,8.7,0.4,8.6,drizzle,1,warm_jacket_layers,1.0,-0.4,3.0,1,0,1
FCST-003890,WS-005,2025-06-06 01:00:00,6,2025-06-05 19:00:00,7.1,0.6,25.8,drizzle,1,warm_jacket_layers,8.2,0.6,21.8,drizzle,1,warm_jacket_layers,-1.1,0.0,4.0,1,1,1
FCST-003891,WS-005,2025-06-06 02:00:00,1,2025-06-06 01:00:00,9.8,0.4,0,drizzle,1,long_sleeves_light_layer,9.9,0.4,0.2,drizzle,1,light_jacket_or_sweater,-0.1,0.0,-0.2,1,0,1
FCST-003892,WS-005,2025-06-06 03:00:00,6,2025-06-05 21:00:00,10.1,0.6,10.4,drizzle,1,light_jacket_or_sweater,10.5,0.7,10.8,drizzle,1,light_jacket_or_sweater,-0.4,-0.1,-0.4,1,1,1
FCST-003893,WS-005,2025-06-06 04:00:00,1,2025-06-06 03:00:00,12.8,0.6,11.2,drizzle,1,light_jacket_or_sweater,12.7,0.6,11.8,drizzle,1,light_jacket_or_sweater,0.1,0.0,-0.6,1,1,1
FCST-003894,WS-005,2025-06-06 05:00:00,12,2025-06-05 17:00:00,13.0,0.8,19.7,drizzle,1,light_jacket_or_sweater,12.0,0.1,10.2,drizzle,1,light_jacket_or_sweater,1.0,0.7,9.5,1,1,1
FCST-003895,WS-005,2025-06-06 06:00:00,6,2025-06-06 00:00:00,16.2,1.4,15.0,drizzle,1,long_sleeves_light_layer,15.4,0.7,7.0,drizzle,1,long_sleeves_light_layer,0.8,0.7,8.0,1,1,1
FCST-003896,WS-005,2025-06-06 07:00:00,24,2025-06-05 07:00:00,19.8,0.8,11.3,cloudy,0,long_sleeves_light_layer,14.7,0.3,6.6,drizzle,1,light_jacket_or_sweater,5.1,0.5,4.7,0,0,0
FCST-003897,WS-005,2025-06-06 08:00:00,12,2025-06-05 20:00:00,18.7,1.3,8.9,rain,1,long_sleeves_light_layer,15.3,0.4,10.9,drizzle,1,long_sleeves_light_layer,3.4,0.9,-2.0,1,1,0
FCST-003898,WS-005,2025-06-06 09:00:00,12,2025-06-05 21:00:00,15.7,0.9,6.2,drizzle,1,long_sleeves_light_layer,16.9,0.7,2.9,drizzle,1,long_sleeves_light_layer,-1.2,0.2,3.3,1,1,1
FCST-003899,WS-005,2025-06-06 10:00:00,3,2025-06-06 07:00:00,17.9,0.5,10.9,drizzle,1,long_sleeves_light_layer,18.8,0.5,11.5,drizzle,1,long_sleeves_light_layer,-0.9,0.0,-0.6,1,1,1
FCST-003900,WS-005,2025-06-06 11:00:00,1,2025-06-06 10:00:00,19.6,0.6,5.3,drizzle,1,long_sleeves_light_layer,19.6,0.6,6.0,drizzle,1,long_sleeves_light_layer,0.0,0.0,-0.7,1,1,1
FCST-003901,WS-005,2025-06-06 12:00:00,3,2025-06-06 09:00:00,19.4,0.2,11.1,cloudy,0,long_sleeves_light_layer,19.9,0.0,11.7,cloudy,0,long_sleeves_light_layer,-0.5,0.2,-0.6,1,1,1
FCST-003902,WS-005,2025-06-06 13:00:00,3,2025-06-06 10:00:00,18.9,1.3,13.6,drizzle,1,long_sleeves_light_layer,19.9,1.0,15.3,drizzle,1,long_sleeves_light_layer,-1.0,0.3,-1.7,1,1,1
FCST-003903,WS-005,2025-06-06 14:00:00,24,2025-06-05 14:00:00,24.8,0.6,1.3,rain,1,t_shirt_comfortable,20.8,0.5,3.2,drizzle,1,long_sleeves_light_layer,4.0,0.1,-1.9,1,0,0
FCST-003904,WS-005,2025-06-06 15:00:00,3,2025-06-06 12:00:00,16.4,0.9,0.6,drizzle,1,long_sleeves_light_layer,16.0,1.0,3.6,drizzle,1,long_sleeves_light_layer,0.4,-0.1,-3.0,1,1,1
FCST-003905,WS-005,2025-06-06 16:00:00,24,2025-06-05 16:00:00,16.6,1.7,24.0,drizzle,1,long_sleeves_light_layer,15.6,1.1,11.5,drizzle,1,long_sleeves_light_layer,1.0,0.6,12.5,1,1,1
FCST-003906,WS-005,2025-06-06 17:00:00,24,2025-06-05 17:00:00,15.4,0.8,14.4,drizzle,1,long_sleeves_light_layer,15.9,0.6,10.3,drizzle,1,long_sleeves_light_layer,-0.5,0.2,4.1,1,1,1
FCST-003907,WS-005,2025-06-06 18:00:00,24,2025-06-05 18:00:00,20.9,0,8.8,clear,0,long_sleeves_light_layer,14.7,1.4,10.6,drizzle,1,light_jacket_or_sweater,6.2,-1.4,-1.8,0,0,0
FCST-003908,WS-005,2025-06-06 19:00:00,6,2025-06-06 13:00:00,14.8,1.3,0,drizzle,1,light_jacket_or_sweater,13.4,1.1,1.4,drizzle,1,light_jacket_or_sweater,1.4,0.2,-1.4,1,1,1
FCST-003909,WS-005,2025-06-06 20:00:00,1,2025-06-06 19:00:00,11.6,0.3,7.5,drizzle,1,light_jacket_or_sweater,11.5,0.3,7.6,drizzle,1,light_jacket_or_sweater,0.1,0.0,-0.1,1,1,1
FCST-003910,WS-005,2025-06-06 21:00:00,12,2025-06-06 09:00:00,10.3,0.9,7.3,drizzle,1,light_jacket_or_sweater,12.0,0.5,5.3,drizzle,1,light_jacket_or_sweater,-1.7,0.4,2.0,1,1,1
FCST-003911,WS-005,2025-06-06 22:00:00,3,2025-06-06 19:00:00,9.5,0.7,1.4,drizzle,1,light_jacket_or_sweater,8.7,0.7,1.8,drizzle,1,light_jacket_or_sweater,0.8,0.0,-0.4,1,1,1
FCST-003912,WS-005,2025-06-06 23:00:00,24,2025-06-05 23:00:00,8.4,0,28.8,drizzle,1,warm_jacket_layers,9.6,0.3,15.6,drizzle,1,warm_jacket_layers,-1.2,-0.3,13.2,1,1,1
FCST-003913,WS-009,2025-01-16 00:00:00,12,2025-01-15 12:00:00,-7.7,0.6,9.0,snow,0,heavy_winter_coat_gloves_hat,-10.4,1.0,6.6,snow,0,heavy_winter_coat_gloves_hat,2.7,-0.4,2.4,1,1,1
FCST-003914,WS-009,2025-01-16 01:00:00,1,2025-01-16 00:00:00,-9.6,0.9,8.8,snow,0,heavy_winter_coat_gloves_hat,-9.4,0.9,9.6,snow,0,heavy_winter_coat_gloves_hat,-0.2,0.0,-0.8,1,1,1
FCST-003915,WS-009,2025-01-16 02:00:00,1,2025-01-16 01:00:00,-8.2,1.1,0.5,snow,0,winter_coat_scarf_gloves,-8.6,1.1,0,snow,0,warm_jacket_layers,0.4,0.0,0.5,1,0,1
FCST-003916,WS-009,2025-01-16 03:00:00,12,2025-01-15 15:00:00,-10.5,0.8,18.2,snow,0,heavy_winter_coat_gloves_hat,-8.0,0.2,4.5,snow,0,heavy_winter_coat_gloves_hat,-2.5,0.6,13.7,1,1,1
FCST-003917,WS-009,2025-01-16 04:00:00,24,2025-01-15 04:00:00,-13.2,2.3,4.1,heavy_rain,1,heavy_winter_coat_gloves_hat,-6.3,1.0,2.4,snow,0,winter_coat_scarf_gloves,-6.9,1.3,1.7,0,0,0
FCST-003918,WS-009,2025-01-16 05:00:00,3,2025-01-16 02:00:00,-5.7,1.2,16.5,snow,0,heavy_winter_coat_gloves_hat,-5.5,1.3,16.8,snow,0,heavy_winter_coat_gloves_hat,-0.2,-0.1,-0.3,1,1,1
FCST-003919,WS-009,2025-01-16 06:00:00,1,2025-01-16 05:00:00,-4.5,0.8,14.5,snow,0,winter_coat_scarf_gloves,-4.6,0.8,14.1,snow,0,winter_coat_scarf_gloves,0.1,0.0,0.4,1,1,1
FCST-003920,WS-009,2025-01-16 07:00:00,24,2025-01-15 07:00:00,-4.3,0,6.6,heavy_rain,1,winter_coat_scarf_gloves,-3.3,0.3,2.7,snow,0,winter_coat_scarf_gloves,-1.0,-0.3,3.9,0,1,0
FCST-003921,WS-009,2025-01-16 08:00:00,6,2025-01-16 02:00:00,-2.7,0.2,5.9,snow,0,winter_coat_scarf_gloves,-3.8,0.5,7.3,snow,0,winter_coat_scarf_gloves,1.1,-0.3,-1.4,1,1,1
FCST-003922,WS-009,2025-01-16 09:00:00,1,2025-01-16 08:00:00,-0.0,0.7,4.0,snow,0,winter_coat_scarf_gloves,-0.2,0.8,4.8,snow,0,winter_coat_scarf_gloves,0.2,-0.1,-0.8,1,1,1
FCST-003923,WS-009,2025-01-16 10:00:00,6,2025-01-16 04:00:00,-0.2,1.4,12.7,snow,0,winter_coat_scarf_gloves,-0.3,1.3,9.4,snow,0,winter_coat_scarf_gloves,0.1,0.1,3.3,1,1,1
FCST-003924,WS-009,2025-01-16 11:00:00,24,2025-01-15 11:00:00,-2.6,2.1,0,snow,1,light_jacket_or_sweater,1.6,1.3,2.9,drizzle,1,warm_jacket_layers,-4.2,0.8,-2.9,1,0,0
FCST-003925,WS-009,2025-01-16 12:00:00,1,2025-01-16 11:00:00,1.2,0.3,6.4,drizzle,1,winter_coat_scarf_gloves,1.3,0.4,6.2,drizzle,1,winter_coat_scarf_gloves,-0.1,-0.1,0.2,1,1,1
FCST-003926,WS-009,2025-01-16 13:00:00,12,2025-01-16 01:00:00,0.8,2.5,2.3,drizzle,1,warm_jacket_layers,1.5,1.7,1.2,drizzle,1,warm_jacket_layers,-0.7,0.8,1.1,1,1,1
FCST-003927,WS-009,2025-01-16 14:00:00,24,2025-01-15 14:00:00,-2.2,0.7,0,snow,0,light_jacket_or_sweater,0.8,0.9,0,drizzle,1,light_jacket_or_sweater,-3.0,-0.2,0,0,1,0
FCST-003928,WS-009,2025-01-16 15:00:00,24,2025-01-15 15:00:00,3.4,0,9.3,heavy_rain,1,warm_jacket_layers,-0.7,0.1,8.8,snow,0,winter_coat_scarf_gloves,4.1,-0.1,0.5,0,0,0
FCST-003929,WS-009,2025-01-16 16:00:00,24,2025-01-15 16:00:00,-5.8,0.1,23.7,fog,0,heavy_winter_coat_gloves_hat,-2.4,0.3,0,snow,0,light_jacket_or_sweater,-3.4,-0.2,23.7,1,0,0
FCST-003930,WS-009,2025-01-16 17:00:00,1,2025-01-16 16:00:00,-2.0,1.5,8.2,snow,0,winter_coat_scarf_gloves,-2.0,1.5,8.2,snow,0,winter_coat_scarf_gloves,0.0,0.0,0.0,1,1,1
FCST-003931,WS-009,2025-01-16 18:00:00,1,2025-01-16 17:00:00,-5.0,1.3,7.3,snow,0,winter_coat_scarf_gloves,-5.3,1.3,7.0,snow,0,winter_coat_scarf_gloves,0.3,0.0,0.3,1,1,1
FCST-003932,WS-009,2025-01-16 19:00:00,6,2025-01-16 13:00:00,-3.3,0.9,6.1,snow,0,winter_coat_scarf_gloves,-5.2,1.3,5.9,snow,0,winter_coat_scarf_gloves,1.9,-0.4,0.2,1,1,1
FCST-003933,WS-009,2025-01-16 20:00:00,1,2025-01-16 19:00:00,-6.7,1.7,5.9,snow,0,winter_coat_scarf_gloves,-7.1,1.6,5.1,snow,0,winter_coat_scarf_gloves,0.4,0.1,0.8,1,1,1
FCST-003934,WS-009,2025-01-16 21:00:00,1,2025-01-16 20:00:00,-7.1,1.2,16.0,snow,0,heavy_winter_coat_gloves_hat,-6.9,1.3,15.2,snow,0,heavy_winter_coat_gloves_hat,-0.2,-0.1,0.8,1,1,1
FCST-003935,WS-009,2025-01-16 22:00:00,24,2025-01-15 22:00:00,-5.2,0.8,2.7,rain,1,winter_coat_scarf_gloves,-8.3,1.0,0,snow,0,light_jacket_or_sweater,3.1,-0.2,2.7,0,0,0
FCST-003936,WS-009,2025-01-16 23:00:00,24,2025-01-15 23:00:00,-13.1,0.4,13.1,fog,0,heavy_winter_coat_gloves_hat,-7.9,0.7,13.6,snow,0,heavy_winter_coat_gloves_hat,-5.2,-0.3,-0.5,1,1,0
FCST-003937,WS-009,2025-05-06 00:00:00,6,2025-05-05 18:00:00,9.7,0,5.1,clear,0,light_jacket_or_sweater,11.2,0,0,clear,0,light_jacket_or_sweater,-1.5,0,5.1,1,1,1
FCST-003938,WS-009,2025-05-06 01:00:00,1,2025-05-06 00:00:00,11.2,0,0,clear,0,light_jacket_or_sweater,11.5,0,0,clear,0,light_jacket_or_sweater,-0.3,0,0,1,1,1
FCST-003939,WS-009,2025-05-06 02:00:00,1,2025-05-06 01:00:00,11.5,0,6.3,clear,0,light_jacket_or_sweater,11.2,0,5.6,clear,0,light_jacket_or_sweater,0.3,0,0.7,1,1,1
FCST-003940,WS-009,2025-05-06 03:00:00,24,2025-05-05 03:00:00,15.4,0,1.3,clear,0,long_sleeves_light_layer,12.5,0,6.9,clear,0,light_jacket_or_sweater,2.9,0,-5.6,1,0,1
FCST-003941,WS-009,2025-05-06 04:00:00,1,2025-05-06 03:00:00,12.7,0.0,10.4,clear,0,light_jacket_or_sweater,12.7,0,10.4,clear,0,light_jacket_or_sweater,0.0,0.0,0.0,1,1,1
FCST-003942,WS-009,2025-05-06 05:00:00,6,2025-05-05 23:00:00,14.6,0,0.1,clear,0,light_jacket_or_sweater,15.0,0,2.3,clear,0,long_sleeves_light_layer,-0.4,0,-2.2,1,0,1
FCST-003943,WS-009,2025-05-06 06:00:00,6,2025-05-06 00:00:00,14.4,0.1,8.6,clear,0,light_jacket_or_sweater,16.4,0,14.2,clear,0,long_sleeves_light_layer,-2.0,0.1,-5.6,1,0,1
FCST-003944,WS-009,2025-05-06 07:00:00,6,2025-05-06 01:00:00,16.5,0.4,12.3,clear,0,long_sleeves_light_layer,15.7,0,11.0,clear,0,long_sleeves_light_layer,0.8,0.4,1.3,1,1,1
FCST-003945,WS-009,2025-05-06 08:00:00,6,2025-05-06 02:00:00,20.8,0.2,14.4,clear,0,long_sleeves_light_layer,18.7,0,13.6,clear,0,long_sleeves_light_layer,2.1,0.2,0.8,1,1,1
FCST-003946,WS-009,2025-05-06 09:00:00,6,2025-05-06 03:00:00,20.5,0,3.2,clear,0,long_sleeves_light_layer,20.1,0,0,clear,0,long_sleeves_light_layer,0.4,0,3.2,1,1,1
FCST-003947,WS-009,2025-05-06 10:00:00,6,2025-05-06 04:00:00,19.2,0.3,5.6,clear,0,long_sleeves_light_layer,19.4,0,6.7,clear,0,long_sleeves_light_layer,-0.2,0.3,-1.1,1,1,1
FCST-003948,WS-009,2025-05-06 11:00:00,24,2025-05-05 11:00:00,19.0,0,12.5,clear,0,long_sleeves_light_layer,19.8,0,16.4,clear,0,long_sleeves_light_layer,-0.8,0,-3.9,1,1,1
FCST-003949,WS-009,2025-05-06 12:00:00,1,2025-05-06 11:00:00,21.1,0,4.0,clear,0,long_sleeves_light_layer,20.9,0,4.3,clear,0,long_sleeves_light_layer,0.2,0,-0.3,1,1,1
FCST-003950,WS-009,2025-05-06 13:00:00,24,2025-05-05 13:00:00,19.2,0,6.9,clear,0,long_sleeves_light_layer,21.7,0,0,clear,0,long_sleeves_light_layer,-2.5,0,6.9,1,1,1
FCST-003951,WS-009,2025-05-06 14:00:00,3,2025-05-06 11:00:00,16.8,0.2,0.1,clear,0,long_sleeves_light_layer,18.1,0,0,clear,0,long_sleeves_light_layer,-1.3,0.2,0.1,1,1,1
FCST-003952,WS-009,2025-05-06 15:00:00,12,2025-05-06 03:00:00,18.6,0,22.1,clear,0,long_sleeves_light_layer,19.6,0,17.9,clear,0,long_sleeves_light_layer,-1.0,0,4.2,1,1,1
FCST-003953,WS-009,2025-05-06 16:00:00,6,2025-05-06 10:00:00,16.3,0,0.6,clear,0,long_sleeves_light_layer,18.5,0,0,clear,0,long_sleeves_light_layer,-2.2,0,0.6,1,1,1
FCST-003954,WS-009,2025-05-06 17:00:00,12,2025-05-06 05:00:00,18.4,0.1,0,clear,0,long_sleeves_light_layer,16.5,0,9.7,clear,0,long_sleeves_light_layer,1.9,0.1,-9.7,1,1,1
FCST-003955,WS-009,2025-05-06 18:00:00,12,2025-05-06 06:00:00,13.4,0,27.9,clear,0,light_jacket_or_sweater,16.1,0,15.6,clear,0,long_sleeves_light_layer,-2.7,0,12.3,1,0,1
FCST-003956,WS-009,2025-05-06 19:00:00,6,2025-05-06 13:00:00,12.4,0.1,7.3,clear,0,light_jacket_or_sweater,12.6,0,7.2,clear,0,light_jacket_or_sweater,-0.2,0.1,0.1,1,1,1
FCST-003957,WS-009,2025-05-06 20:00:00,24,2025-05-05 20:00:00,13.3,1.2,0,clear,0,light_jacket_or_sweater,12.2,0,0,clear,0,light_jacket_or_sweater,1.1,1.2,0,1,1,1
FCST-003958,WS-009,2025-05-06 21:00:00,24,2025-05-05 21:00:00,10.2,0.9,15.3,clear,0,light_jacket_or_sweater,11.5,0,10.0,clear,0,light_jacket_or_sweater,-1.3,0.9,5.3,1,1,1
FCST-003959,WS-009,2025-05-06 22:00:00,6,2025-05-06 16:00:00,10.4,0,10.0,clear,0,light_jacket_or_sweater,11.4,0,13.3,clear,0,light_jacket_or_sweater,-1.0,0,-3.3,1,1,1
FCST-003960,WS-009,2025-05-06 23:00:00,1,2025-05-06 22:00:00,9.3,0,9.4,clear,0,warm_jacket_layers,9.3,0,9.7,clear,0,warm_jacket_layers,0.0,0,-0.3,1,1,1
FCST-003961,WS-001,2025-04-08 00:00:00,1,2025-04-07 23:00:00,4.2,1.1,3.8,drizzle,1,warm_jacket_layers,3.9,1.1,3.8,drizzle,1,warm_jacket_layers,0.3,0.0,0.0,1,1,1
FCST-003962,WS-001,2025-04-08 01:00:00,24,2025-04-07 01:00:00,12.0,1.2,0,rain,1,light_jacket_or_sweater,4.2,0.5,19.7,drizzle,1,warm_jacket_layers,7.8,0.7,-19.7,1,0,0
FCST-003963,WS-001,2025-04-08 02:00:00,12,2025-04-07 14:00:00,4.2,1.0,10.5,drizzle,1,warm_jacket_layers,4.2,1.2,3.1,drizzle,1,warm_jacket_layers,0.0,-0.2,7.4,1,1,1
