summary_id,station_id,station_name,climate_zone,date,month,day_of_week,is_weekend,season,temp_min_c,temp_max_c,temp_avg_c,feels_like_min_c,feels_like_max_c,total_precipitation_mm,snow_hours,rain_hours,max_wind_kmh,max_gust_kmh,avg_humidity_pct,max_uv_index,dominant_condition,thunderstorm_occurred,avg_outdoor_suitability,best_outdoor_hour,umbrella_recommended,clothing_morning,clothing_afternoon,clothing_evening,day_summary_text
DAY-01503,WS-009,Erzincan,highland,2025-02-24,2,0,0,winter,-10.7,-0.5,-5.8,-17.0,12.8,0,0,0,22.8,37.8,46.9,2.8,clear,0,6.0,7,0,heavy_winter_coat_gloves_hat,winter_coat_scarf_gloves,light_jacket_or_sweater,Clear day. Temp -10.7–-0.5°C. Best time outdoors: 7:00.
DAY-01504,WS-009,Erzincan,highland,2025-02-25,2,1,0,winter,-8.6,1.9,-3.5,-13.7,13.2,7.7,17,4,17.0,25.5,77.9,1.4,snow,0,2.1,8,1,winter_coat_scarf_gloves,winter_coat_scarf_gloves,heavy_winter_coat_gloves_hat,Snow day. Temp -8.6–1.9°C. Rain 7.7mm. Best time outdoors: 8:00.
DAY-01505,WS-009,Erzincan,highland,2025-02-26,2,2,0,winter,-9.1,1.9,-3.8,-15.6,14.3,0,0,0,17.7,25.7,46.1,2.9,clear,0,7.4,9,0,winter_coat_scarf_gloves,winter_coat_scarf_gloves,light_jacket_or_sweater,Clear day. Temp -9.1–1.9°C. Best time outdoors: 9:00.
DAY-01506,WS-009,Erzincan,highland,2025-02-27,2,3,0,winter,-12.4,0.5,-6.0,-17.3,13.4,0,0,0,14.9,24.1,54.7,2.8,clear,0,6.3,13,0,winter_coat_scarf_gloves,light_jacket_or_sweater,winter_coat_scarf_gloves,Clear day. Temp -12.4–0.5°C. Best time outdoors: 13:00.
DAY-01507,WS-009,Erzincan,highland,2025-02-28,2,4,0,winter,-10.6,0.5,-4.5,-15.1,12.9,22.9,22,2,21.7,39.8,79.8,1.7,snow,0,1.1,9,1,winter_coat_scarf_gloves,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Snow day. Temp -10.6–0.5°C. Rain 22.9mm. Best time outdoors: 9:00.
DAY-01508,WS-009,Erzincan,highland,2025-03-01,3,5,1,spring,-3.8,9.0,2.1,-7.8,16.9,0,0,0,22.9,40.2,49.0,3.8,clear,0,8.8,6,0,warm_jacket_layers,warm_jacket_layers,winter_coat_scarf_gloves,Clear day. Temp -3.8–9.0°C. Best time outdoors: 6:00.
DAY-01509,WS-009,Erzincan,highland,2025-03-02,3,6,1,spring,-8.8,2.8,-3.3,-12.8,12.1,10.8,17,5,20.5,31.9,75.7,2.2,snow,0,2.2,6,1,light_jacket_or_sweater,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Snow day. Temp -8.8–2.8°C. Rain 10.8mm. Best time outdoors: 6:00.
DAY-01510,WS-009,Erzincan,highland,2025-03-03,3,0,0,spring,-1.5,9.8,3.7,-5.9,17.3,0,0,0,15.1,23.8,48.5,3.7,clear,0,9.5,6,0,warm_jacket_layers,warm_jacket_layers,winter_coat_scarf_gloves,Clear day. Temp -1.5–9.8°C. Best time outdoors: 6:00.
DAY-01511,WS-009,Erzincan,highland,2025-03-04,3,1,0,spring,-5.4,5.5,-0.0,-11.4,15.5,9.0,11,12,23.5,42.0,83.0,2.0,snow,0,3.5,8,1,winter_coat_scarf_gloves,long_sleeves_light_layer,winter_coat_scarf_gloves,Snow day. Temp -5.4–5.5°C. Rain 9.0mm. Best time outdoors: 8:00.
DAY-01512,WS-009,Erzincan,highland,2025-03-05,3,2,0,spring,-0.9,9.8,4.6,-5.6,18.3,0,0,0,21.1,40.4,53.4,4.1,clear,0,9.7,6,0,warm_jacket_layers,light_jacket_or_sweater,winter_coat_scarf_gloves,Clear day. Temp -0.9–9.8°C. Best time outdoors: 6:00.
DAY-01513,WS-009,Erzincan,highland,2025-03-06,3,3,0,spring,-3.3,7.6,1.9,-8.1,15.4,20.4,7,16,15.8,23.5,78.0,1.7,drizzle,0,4.6,13,1,winter_coat_scarf_gloves,warm_jacket_layers,winter_coat_scarf_gloves,Drizzle day. Temp -3.3–7.6°C. Rain 20.4mm. Best time outdoors: 13:00.
DAY-01514,WS-009,Erzincan,highland,2025-03-07,3,4,0,spring,-4.8,5.7,0.6,-9.5,13.7,7.7,9,11,17.9,31.6,79.2,2.1,drizzle,0,4.4,6,1,winter_coat_scarf_gloves,warm_jacket_layers,winter_coat_scarf_gloves,Drizzle day. Temp -4.8–5.7°C. Rain 7.7mm. Best time outdoors: 6:00.
DAY-01515,WS-009,Erzincan,highland,2025-03-08,3,5,1,spring,-7.6,4.4,-1.6,-12.6,14.6,11.2,13,9,17.8,26.7,71.8,1.9,snow,0,3.4,8,1,light_jacket_or_sweater,warm_jacket_layers,winter_coat_scarf_gloves,Snow day. Temp -7.6–4.4°C. Rain 11.2mm. Best time outdoors: 8:00.
DAY-01516,WS-009,Erzincan,highland,2025-03-09,3,6,1,spring,-1.0,9.8,4.4,-4.9,19.1,17.1,4,17,15.8,27.6,77.6,2.1,drizzle,0,5.8,11,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp -1.0–9.8°C. Rain 17.1mm. Best time outdoors: 11:00.
DAY-01517,WS-009,Erzincan,highland,2025-03-10,3,0,0,spring,-6.8,5.2,0.1,-11.3,15.4,0,0,0,16.5,29.1,48.3,3.8,clear,0,8.3,7,0,winter_coat_scarf_gloves,warm_jacket_layers,light_jacket_or_sweater,Clear day. Temp -6.8–5.2°C. Best time outdoors: 7:00.
DAY-01518,WS-009,Erzincan,highland,2025-03-11,3,1,0,spring,1.8,13.1,7.1,-0.6,19.1,0,0,0,21.3,32.7,47.6,3.8,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 1.8–13.1°C. Best time outdoors: 6:00.
DAY-01519,WS-009,Erzincan,highland,2025-03-12,3,2,0,spring,-4.1,6.6,0.7,-8.6,16.8,27.4,11,13,25.1,48.2,77.3,1.9,drizzle,0,3.5,6,1,warm_jacket_layers,warm_jacket_layers,winter_coat_scarf_gloves,Drizzle day. Temp -4.1–6.6°C. Rain 27.4mm. Best time outdoors: 6:00.
DAY-01520,WS-009,Erzincan,highland,2025-03-13,3,3,0,spring,-0.6,10.3,4.9,-4.4,18.6,25.6,2,22,18.4,32.1,73.9,2.2,drizzle,0,5.7,6,1,warm_jacket_layers,light_jacket_or_sweater,winter_coat_scarf_gloves,Drizzle day. Temp -0.6–10.3°C. Rain 25.6mm. Best time outdoors: 6:00.
DAY-01521,WS-009,Erzincan,highland,2025-03-14,3,4,0,spring,-7.4,4.2,-2.0,-12.5,15.2,0,0,0,18.5,26.0,49.9,3.6,clear,0,7.9,9,0,light_jacket_or_sweater,long_sleeves_light_layer,winter_coat_scarf_gloves,Clear day. Temp -7.4–4.2°C. Best time outdoors: 9:00.
DAY-01522,WS-009,Erzincan,highland,2025-03-15,3,5,1,spring,-0.8,9.6,4.1,-5.9,15.8,15.1,6,15,17.7,28.8,77.0,2.1,drizzle,0,5.3,16,1,warm_jacket_layers,warm_jacket_layers,warm_jacket_layers,Drizzle day. Temp -0.8–9.6°C. Rain 15.1mm. Best time outdoors: 16:00.
DAY-01523,WS-009,Erzincan,highland,2025-03-16,3,6,1,spring,-5.6,5.7,-0.1,-9.2,15.9,0,0,0,22.9,31.4,49.4,4.0,clear,0,8.6,6,0,winter_coat_scarf_gloves,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Clear day. Temp -5.6–5.7°C. Best time outdoors: 6:00.
DAY-01524,WS-009,Erzincan,highland,2025-03-17,3,0,0,spring,-5.6,5.2,0.2,-11.8,14.0,4.3,9,12,17.3,28.9,78.9,1.7,drizzle,0,4.4,10,1,winter_coat_scarf_gloves,warm_jacket_layers,warm_jacket_layers,Drizzle day. Temp -5.6–5.2°C. Rain 4.3mm. Best time outdoors: 10:00.
DAY-01525,WS-009,Erzincan,highland,2025-03-18,3,1,0,spring,-4.2,6.7,1.4,-9.1,12.4,0,0,0,18.1,35.1,46.8,3.8,clear,0,8.7,6,0,warm_jacket_layers,light_jacket_or_sweater,winter_coat_scarf_gloves,Clear day. Temp -4.2–6.7°C. Best time outdoors: 6:00.
DAY-01526,WS-009,Erzincan,highland,2025-03-19,3,2,0,spring,-4.2,5.9,0.9,-10.1,16.5,16.9,9,15,23.1,41.8,76.1,1.6,drizzle,0,4.2,6,1,winter_coat_scarf_gloves,long_sleeves_light_layer,winter_coat_scarf_gloves,Drizzle day. Temp -4.2–5.9°C. Rain 16.9mm. Best time outdoors: 6:00.
DAY-01527,WS-009,Erzincan,highland,2025-03-20,3,3,0,spring,-2.5,9.4,3.0,-7.8,15.8,20.2,8,16,21.1,34.9,81.2,2.1,drizzle,0,4.5,6,1,winter_coat_scarf_gloves,warm_jacket_layers,light_jacket_or_sweater,Drizzle day. Temp -2.5–9.4°C. Rain 20.2mm. Best time outdoors: 6:00.
DAY-01528,WS-009,Erzincan,highland,2025-03-21,3,4,0,spring,-8.1,2.6,-3.4,-12.7,13.7,0,0,0,23.0,29.8,49.4,4.2,clear,0,7.5,10,0,winter_coat_scarf_gloves,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Clear day. Temp -8.1–2.6°C. Best time outdoors: 10:00.
DAY-01529,WS-009,Erzincan,highland,2025-03-22,3,5,1,spring,-7.3,4.0,-1.6,-13.6,11.3,0,0,0,26.0,38.4,46.2,3.8,clear,0,8.0,8,0,winter_coat_scarf_gloves,winter_coat_scarf_gloves,light_jacket_or_sweater,Clear day. Temp -7.3–4.0°C. Best time outdoors: 8:00.
DAY-01530,WS-009,Erzincan,highland,2025-03-23,3,6,1,spring,-1.7,9.8,3.6,-5.1,19.0,11.7,5,19,25.6,33.7,75.2,2.2,drizzle,0,5.0,6,1,warm_jacket_layers,warm_jacket_layers,winter_coat_scarf_gloves,Drizzle day. Temp -1.7–9.8°C. Rain 11.7mm. Best time outdoors: 6:00.
DAY-01531,WS-009,Erzincan,highland,2025-03-24,3,0,0,spring,-1.3,11.7,5.6,-3.3,11.7,0,0,0,22.6,37.6,47.8,3.6,clear,0,9.9,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp -1.3–11.7°C. Best time outdoors: 6:00.
DAY-01532,WS-009,Erzincan,highland,2025-03-25,3,1,0,spring,-0.9,9.8,4.6,-4.5,19.2,10.2,1,22,12.5,21.1,79.6,2.3,drizzle,0,6.0,17,1,warm_jacket_layers,light_jacket_or_sweater,winter_coat_scarf_gloves,Drizzle day. Temp -0.9–9.8°C. Rain 10.2mm. Best time outdoors: 17:00.
DAY-01533,WS-009,Erzincan,highland,2025-03-26,3,2,0,spring,-4.4,6.8,1.5,-10.4,15.6,31.3,9,15,18.0,30.0,78.4,2.2,drizzle,0,4.0,6,1,winter_coat_scarf_gloves,warm_jacket_layers,winter_coat_scarf_gloves,Drizzle day. Temp -4.4–6.8°C. Rain 31.3mm. Best time outdoors: 6:00.
DAY-01534,WS-009,Erzincan,highland,2025-03-27,3,3,0,spring,-2.0,9.4,4.0,-5.0,18.0,0,0,0,18.2,31.0,54.1,3.9,clear,0,9.6,6,0,warm_jacket_layers,warm_jacket_layers,winter_coat_scarf_gloves,Clear day. Temp -2.0–9.4°C. Best time outdoors: 6:00.
DAY-01535,WS-009,Erzincan,highland,2025-03-28,3,4,0,spring,-6.9,3.8,-1.4,-9.8,9.8,0,0,0,26.8,34.3,48.3,3.8,clear,0,8.1,7,0,winter_coat_scarf_gloves,winter_coat_scarf_gloves,winter_coat_scarf_gloves,Clear day. Temp -6.9–3.8°C. Best time outdoors: 7:00.
DAY-01536,WS-009,Erzincan,highland,2025-03-29,3,5,1,spring,-0.8,10.1,4.8,-3.3,18.6,0,0,0,18.6,36.6,51.9,3.6,clear,0,9.9,6,0,warm_jacket_layers,long_sleeves_light_layer,warm_jacket_layers,Clear day. Temp -0.8–10.1°C. Best time outdoors: 6:00.
DAY-01537,WS-009,Erzincan,highland,2025-03-30,3,6,1,spring,1.2,12.1,6.6,-3.3,19.3,11.9,0,23,19.5,27.5,77.3,2.3,drizzle,0,6.2,6,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 1.2–12.1°C. Rain 11.9mm. Best time outdoors: 6:00.
DAY-01538,WS-009,Erzincan,highland,2025-03-31,3,0,0,spring,2.1,12.9,7.7,-0.7,18.4,0,0,0,20.1,37.4,50.8,4.0,clear,0,10.0,6,0,long_sleeves_light_layer,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.1–12.9°C. Best time outdoors: 6:00.
DAY-01539,WS-009,Erzincan,highland,2025-04-01,4,1,0,spring,2.5,13.6,8.6,-1.0,15.5,0,0,0,17.8,30.7,52.4,5.7,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,light_jacket_or_sweater,Clear day. Temp 2.5–13.6°C. Best time outdoors: 6:00.
DAY-01540,WS-009,Erzincan,highland,2025-04-02,4,2,0,spring,-4.6,7.0,1.1,-9.4,16.4,16.2,11,12,22.4,28.5,76.7,3.3,drizzle,0,4.0,10,1,light_jacket_or_sweater,warm_jacket_layers,winter_coat_scarf_gloves,Drizzle day. Temp -4.6–7.0°C. Rain 16.2mm. Best time outdoors: 10:00.
DAY-01541,WS-009,Erzincan,highland,2025-04-03,4,3,0,spring,-1.0,10.6,4.5,-5.7,10.6,25.5,3,21,21.6,33.8,75.8,3.0,drizzle,0,5.2,6,1,warm_jacket_layers,warm_jacket_layers,warm_jacket_layers,Drizzle day. Temp -1.0–10.6°C. Rain 25.5mm. Best time outdoors: 6:00.
DAY-01542,WS-009,Erzincan,highland,2025-04-04,4,4,0,spring,1.2,13.5,8.0,-2.3,13.5,0,0,0,23.3,38.5,48.7,5.8,clear,0,10.0,6,0,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 1.2–13.5°C. Best time outdoors: 6:00.
DAY-01543,WS-009,Erzincan,highland,2025-04-05,4,5,1,spring,5.9,16.4,11.2,2.5,18.0,10.6,0,24,21.5,38.5,75.4,3.1,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Drizzle day. Temp 5.9–16.4°C. Rain 10.6mm. Best time outdoors: 6:00.
DAY-01544,WS-009,Erzincan,highland,2025-04-06,4,6,1,spring,2.7,13.4,8.0,1.0,18.4,0,0,0,18.8,34.1,48.6,5.9,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.7–13.4°C. Best time outdoors: 6:00.
DAY-01545,WS-009,Erzincan,highland,2025-04-07,4,0,0,spring,4.8,16.0,10.7,0.2,18.3,18.9,0,24,25.3,49.1,80.6,2.9,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Drizzle day. Temp 4.8–16.0°C. Rain 18.9mm. Best time outdoors: 6:00.
DAY-01546,WS-009,Erzincan,highland,2025-04-08,4,1,0,spring,2.0,13.2,7.3,-1.6,17.1,0,0,0,16.7,31.6,51.2,5.5,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.0–13.2°C. Best time outdoors: 6:00.
DAY-01547,WS-009,Erzincan,highland,2025-04-09,4,2,0,spring,5.7,17.8,12.2,5.4,18.1,22.7,0,22,20.4,37.0,77.6,3.3,drizzle,0,6.3,13,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 5.7–17.8°C. Rain 22.7mm. Best time outdoors: 13:00.
DAY-01548,WS-009,Erzincan,highland,2025-04-10,4,3,0,spring,-1.0,10.5,4.5,-5.3,19.2,11.7,4,19,18.5,25.2,78.6,3.3,drizzle,0,5.4,6,1,warm_jacket_layers,warm_jacket_layers,winter_coat_scarf_gloves,Drizzle day. Temp -1.0–10.5°C. Rain 11.7mm. Best time outdoors: 6:00.
DAY-01549,WS-009,Erzincan,highland,2025-04-11,4,4,0,spring,-1.1,10.5,4.8,-5.6,16.7,12.3,2,19,19.1,29.3,78.2,3.0,drizzle,0,6.1,6,1,long_sleeves_light_layer,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp -1.1–10.5°C. Rain 12.3mm. Best time outdoors: 6:00.
DAY-01550,WS-009,Erzincan,highland,2025-04-12,4,5,1,spring,5.2,16.0,11.2,3.9,16.8,4.3,0,19,23.1,29.3,75.0,2.5,drizzle,0,6.8,6,1,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Drizzle day. Temp 5.2–16.0°C. Rain 4.3mm. Best time outdoors: 6:00.
DAY-01551,WS-009,Erzincan,highland,2025-04-13,4,6,1,spring,-1.7,10.4,5.0,-2.7,18.5,0,0,0,16.4,26.5,47.9,6.4,clear,0,9.9,6,0,warm_jacket_layers,light_jacket_or_sweater,long_sleeves_light_layer,Clear day. Temp -1.7–10.4°C. Best time outdoors: 6:00.
DAY-01552,WS-009,Erzincan,highland,2025-04-14,4,0,0,spring,6.0,17.2,12.0,3.2,17.8,0,0,0,21.4,35.4,52.1,5.3,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Clear day. Temp 6.0–17.2°C. Best time outdoors: 6:00.
DAY-01553,WS-009,Erzincan,highland,2025-04-15,4,1,0,spring,1.1,11.5,6.3,-2.9,16.2,7.8,0,23,19.2,25.9,75.7,3.3,drizzle,0,6.2,6,1,warm_jacket_layers,light_jacket_or_sweater,winter_coat_scarf_gloves,Drizzle day. Temp 1.1–11.5°C. Rain 7.8mm. Best time outdoors: 6:00.
DAY-01554,WS-009,Erzincan,highland,2025-04-16,4,2,0,spring,1.5,12.5,7.0,-0.8,18.7,0,0,0,19.1,29.8,48.8,6.2,clear,0,10.0,6,0,light_jacket_or_sweater,light_jacket_or_sweater,long_sleeves_light_layer,Clear day. Temp 1.5–12.5°C. Best time outdoors: 6:00.
DAY-01555,WS-009,Erzincan,highland,2025-04-17,4,3,0,spring,-1.4,9.7,4.5,-6.7,19.0,0,0,0,20.5,31.8,51.1,6.0,clear,0,9.6,6,0,warm_jacket_layers,warm_jacket_layers,winter_coat_scarf_gloves,Clear day. Temp -1.4–9.7°C. Best time outdoors: 6:00.
DAY-01556,WS-009,Erzincan,highland,2025-04-18,4,4,0,spring,3.4,16.1,9.2,2.6,16.2,7.1,0,22,24.9,36.6,81.8,3.1,drizzle,0,6.3,16,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 3.4–16.1°C. Rain 7.1mm. Best time outdoors: 16:00.
DAY-01557,WS-009,Erzincan,highland,2025-04-19,4,5,1,spring,2.4,14.3,8.4,0.0,15.4,0,0,0,21.2,26.1,46.4,6.4,clear,0,10.0,6,0,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.4–14.3°C. Best time outdoors: 6:00.
DAY-01558,WS-009,Erzincan,highland,2025-04-20,4,6,1,spring,-2.2,8.3,2.8,-6.4,17.7,0,0,0,14.5,26.0,46.5,5.7,clear,0,9.0,6,0,winter_coat_scarf_gloves,long_sleeves_light_layer,winter_coat_scarf_gloves,Clear day. Temp -2.2–8.3°C. Best time outdoors: 6:00.
DAY-01559,WS-009,Erzincan,highland,2025-04-21,4,0,0,spring,0.0,12.6,6.4,-5.4,17.1,0,0,0,21.2,32.9,49.5,5.9,clear,0,9.9,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 0.0–12.6°C. Best time outdoors: 6:00.
DAY-01560,WS-009,Erzincan,highland,2025-04-22,4,1,0,spring,1.3,13.4,7.4,-2.9,18.5,0,0,0,19.8,33.0,48.8,6.1,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,light_jacket_or_sweater,Clear day. Temp 1.3–13.4°C. Best time outdoors: 6:00.
DAY-01561,WS-009,Erzincan,highland,2025-04-23,4,2,0,spring,1.4,12.3,6.8,-2.6,18.5,8.8,0,24,16.8,27.9,78.3,3.5,drizzle,0,6.0,6,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 1.4–12.3°C. Rain 8.8mm. Best time outdoors: 6:00.
DAY-01562,WS-009,Erzincan,highland,2025-04-24,4,3,0,spring,0.7,11.7,5.9,-2.7,19.1,21.1,0,24,20.4,31.2,75.0,3.1,drizzle,0,6.0,6,1,warm_jacket_layers,light_jacket_or_sweater,winter_coat_scarf_gloves,Drizzle day. Temp 0.7–11.7°C. Rain 21.1mm. Best time outdoors: 6:00.
DAY-01563,WS-009,Erzincan,highland,2025-04-25,4,4,0,spring,2.2,12.3,6.9,-1.9,12.3,0,0,0,25.1,46.9,49.2,5.0,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.2–12.3°C. Best time outdoors: 6:00.
DAY-01564,WS-009,Erzincan,highland,2025-04-26,4,5,1,spring,1.4,12.3,6.9,-1.8,18.8,0,0,0,17.9,30.2,50.3,5.6,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 1.4–12.3°C. Best time outdoors: 6:00.
DAY-01565,WS-009,Erzincan,highland,2025-04-27,4,6,1,spring,4.2,16.6,9.1,1.1,17.8,0,0,0,21.5,41.0,49.1,6.2,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,long_sleeves_light_layer,Clear day. Temp 4.2–16.6°C. Best time outdoors: 6:00.
DAY-01566,WS-009,Erzincan,highland,2025-04-28,4,0,0,spring,-0.0,11.8,6.3,-1.5,11.8,0,0,0,25.9,38.4,51.1,5.9,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp -0.0–11.8°C. Best time outdoors: 6:00.
DAY-01567,WS-009,Erzincan,highland,2025-04-29,4,1,0,spring,-2.4,8.3,2.6,-5.6,12.0,0,0,0,21.0,35.6,47.4,5.3,clear,0,9.2,6,0,winter_coat_scarf_gloves,warm_jacket_layers,winter_coat_scarf_gloves,Clear day. Temp -2.4–8.3°C. Best time outdoors: 6:00.
DAY-01568,WS-009,Erzincan,highland,2025-04-30,4,2,0,spring,6.8,18.0,12.7,6.0,18.3,0,0,0,20.4,40.7,48.6,6.0,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 6.8–18.0°C. Best time outdoors: 6:00.
DAY-01569,WS-009,Erzincan,highland,2025-05-01,5,3,0,spring,5.0,16.0,10.6,3.1,18.8,0,0,0,16.9,31.3,50.0,7.8,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Clear day. Temp 5.0–16.0°C. Best time outdoors: 6:00.
DAY-01570,WS-009,Erzincan,highland,2025-05-02,5,4,0,spring,7.9,19.4,13.8,6.8,19.4,0,0,0,17.6,28.5,49.0,6.5,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 7.9–19.4°C. Best time outdoors: 6:00.
DAY-01571,WS-009,Erzincan,highland,2025-05-03,5,5,1,spring,10.7,22.4,16.0,10.7,22.4,0,0,0,19.7,39.3,47.7,8.0,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 10.7–22.4°C. Best time outdoors: 6:00.
DAY-01572,WS-009,Erzincan,highland,2025-05-04,5,6,1,spring,8.9,20.0,14.0,7.2,20.0,0,0,0,17.3,30.5,47.7,8.1,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.9–20.0°C. Best time outdoors: 6:00.
DAY-01573,WS-009,Erzincan,highland,2025-05-05,5,0,0,spring,8.7,19.2,13.9,8.0,19.2,5.4,0,22,17.3,27.9,78.4,3.9,drizzle,0,6.3,14,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 8.7–19.2°C. Rain 5.4mm. Best time outdoors: 14:00.
DAY-01574,WS-009,Erzincan,highland,2025-05-06,5,1,0,spring,9.3,21.7,15.5,7.8,21.7,0,0,0,17.9,25.7,47.7,7.5,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 9.3–21.7°C. Best time outdoors: 6:00.
DAY-01575,WS-009,Erzincan,highland,2025-05-07,5,2,0,spring,13.6,23.8,18.7,13.6,23.8,0,0,0,20.8,29.5,49.3,8.2,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 13.6–23.8°C. Best time outdoors: 6:00.
DAY-01576,WS-009,Erzincan,highland,2025-05-08,5,3,0,spring,12.6,22.8,17.5,12.6,22.8,0,0,0,27.2,44.0,50.0,7.4,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,long_sleeves_light_layer,Clear day. Temp 12.6–22.8°C. Best time outdoors: 6:00.
DAY-01577,WS-009,Erzincan,highland,2025-05-09,5,4,0,spring,3.3,15.0,10.1,-0.7,19.1,0,0,0,25.0,48.7,52.4,8.3,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Clear day. Temp 3.3–15.0°C. Best time outdoors: 6:00.
DAY-01578,WS-009,Erzincan,highland,2025-05-10,5,5,1,spring,8.4,20.2,14.2,7.9,20.2,0,0,0,19.2,35.0,48.2,7.8,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.4–20.2°C. Best time outdoors: 6:00.
DAY-01579,WS-009,Erzincan,highland,2025-05-11,5,6,1,spring,7.8,18.9,13.3,6.5,18.9,0,0,0,13.2,24.0,47.3,7.6,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 7.8–18.9°C. Best time outdoors: 6:00.
DAY-01580,WS-009,Erzincan,highland,2025-05-12,5,0,0,spring,5.9,16.7,12.1,4.6,19.3,0,0,0,19.5,36.4,49.0,8.5,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 5.9–16.7°C. Best time outdoors: 6:00.
DAY-01581,WS-009,Erzincan,highland,2025-05-13,5,1,0,spring,8.8,20.2,14.7,7.9,20.2,0,0,0,18.8,35.3,50.8,7.6,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.8–20.2°C. Best time outdoors: 6:00.
DAY-01582,WS-009,Erzincan,highland,2025-05-14,5,2,0,spring,5.4,16.1,10.3,2.2,18.7,6.9,0,23,18.7,32.7,76.5,4.4,drizzle,0,6.2,6,1,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 5.4–16.1°C. Rain 6.9mm. Best time outdoors: 6:00.
DAY-01583,WS-009,Erzincan,highland,2025-05-15,5,3,0,spring,11.0,21.7,16.2,11.0,21.7,0,0,0,22.7,32.2,54.5,7.6,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 11.0–21.7°C. Best time outdoors: 6:00.
